Property_id,Offer,URL,Property_type,Include_w_e,Title,Area,Governorate,Beds,Baths,Size,Availability_date,Agent_name,Agency,Amenities,rent
3172,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-saar-952353.html,Apartment,Inclusive,NEWLY RENOVATED 2BR | PRIME SAAR LOCATION | MODERN,Saar,Northern Governorate,2,2,"1,292 sqft / 120 sqm",11 Sep 2025,Irina Matvievici,Instant Homz,6.0,400.0
9690,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-capital-governorate-manama-mahooz-929145.html,Villa,Exclusive,Garden | Maids room | Compound | Facilities,"Mahooz, Manama",Capital Governorate,4+ Maid,5,"3,348 sqft / 311 sqm",16 Jun 2025,Devesh Kumar,Kensington Real Estate,8.0,900.0
7107,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-942952.html,Apartment,Inclusive,"Furnished | Best View, Amenities | Lavish Flat",Seef,Capital Governorate,3,2,"1,894 sqft / 176 sqm",7 Aug 2025,Mohammed Imam Hilmy,ERA Real Estate,12.0,850.0
4161,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-950782.html,Apartment,Inclusive,Prime Location | Balcony |Bright | Kids Play Area,Seef,Capital Governorate,2,2,"1,184 sqft / 110 sqm",16 Sep 2025,Nadera Moosa,Newton Properties,11.0,475.0
4288,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-950593.html,Apartment,Inclusive,Sea View Luxury Two Bedroom Apartment,Al Juffair,Capital Governorate,2,3,"1,507 sqft / 140 sqm",4 Sep 2025,MD Washim MD Shamsul Haque Prodhan,Arizona Homes Real Estate,15.0,450.0
2231,Rent,https://www.propertyfinder.bh/en/plp/rent/compound-for-rent-northern-governorate-saar-953850.html,Compound,Inclusive,LUXURIOUS COMPOUND | SPACIOUS | PREMIUM,Saar,Northern Governorate,4+ Maid,5,"3,229 sqft / 300 sqm",11 Sep 2025,Ahmed Shaikh,Riffa Fort Real Estate Office,16.0,1400.0
175,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-957005.html,Apartment,Inclusive,Spacious/ Balcony/ New Furniture/Inclusive,Busaiteen,Muharraq Governorate,4,3,"1,884 sqft / 175 sqm",29 Sep 2025,Dominion Properties,Dominion Properties,7.0,550.0
1904,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-954348.html,Apartment,Inclusive,Sea View | 2 Balconies | Housekeeping | Facilities,Al Juffair,Capital Governorate,2,2,"1,238 sqft / 115 sqm",17 Jul 2025,Ernest Gnanadas,Deccan Real Estate,12.0,350.0
9292,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-932743.html,Apartment,Inclusive,Modern 1BHK | Furnish | Gym Pool | House keeping,Al Juffair,Capital Governorate,1,1,"1,076 sqft / 100 sqm",7 Aug 2025,Muhammad Usman,Luxury Homes,5.0,350.0
8753,Rent,https://www.propertyfinder.bh/en/plp/rent/compound-for-rent-northern-governorate-saar-935498.html,Compound,Exclusive,Executive Luxury VILLA WITH PRIVATE POOL,Saar,Northern Governorate,4+ Maid,5,"5,382 sqft / 500 sqm",11 Jul 2025,Aysha Adil,301  REALESTATE,10.0,800.0
12060,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-reef-island-893862.html,Apartment,Exclusive,Duplex | Maids room | Internet | Facilities,Reef Island,Capital Governorate,3,4,"2,476 sqft / 230 sqm",5 Feb 2025,Tariq Al Alaiwat,Kensington Real Estate,5.0,1200.0
3409,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-al-burhama-951951.html,Apartment,Exclusive,Fully Furnished 2 BHK Flat for Rent in Burhama,"Al Burhama, Manama",Capital Governorate,2,2,"1,507 sqft / 140 sqm",9 Sep 2025,Imran Malik,Rover Real Estate,2.0,250.0
1539,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-muharraq-governorate-amwaj-islands-amwaj-homes-954903.html,Villa,Exclusive,Spacious|Neat|Quiet Neighborhood|Backyard Patio,"Amwaj Homes, Amwaj Islands",Muharraq Governorate,4+ Maid,6,"1,894 sqft / 176 sqm",20 Sep 2025,Reina Joy Dayao,Alforsa Real Estate,9.0,850.0
2293,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-central-governorate-tubli-953726.html,Villa,Exclusive,NEWLY RENOVATED VILLA IN TUBLI | 03 BHK,Tubli,Central Governorate,3,3,"3,014 sqft / 280 sqm",16 Sep 2025,Sherad  Maas,Grnata Real Estate,2.0,400.0
9524,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-muharraq-930560.html,Apartment,Exclusive,2BHK with for Families Near NESTO Muharraq,Muharraq,Muharraq Governorate,2,2,"1,184 sqft / 110 sqm",19 Jun 2025,Dhurgham Ali,AYS Real Estate,1.0,150.0
1364,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-reef-island-955191.html,Apartment,Inclusive,AFFORDABLE | INCLUSIVE | BALCONY | INTERNET,Reef Island,Capital Governorate,1,2,"1,001 sqft / 93 sqm",24 Sep 2025,Faustine Chantal,Century 21 Bahrain,11.0,525.0
4358,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-saar-950484.html,Villa,Exclusive,FULLY RENOVATED BRAND NEW CONDITION VILLA,Saar,Northern Governorate,3+ Maid,3,"3,498 sqft / 325 sqm",3 Sep 2025,Mehaboob,4You Properties,5.0,500.0
5261,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-bahrain-bay-948752.html,Apartment,Inclusive,Modern central apartment with sea view,Bahrain Bay,Capital Governorate,2+ Maid,3,"1,615 sqft / 150 sqm",,Yusuf Alsobaiei,Aqaratcom For Real Estate,20.0,670.0
14010,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-639712.html,Apartment,Inclusive,Flat City Skyline Views/HouseKeeping/Linen,Busaiteen,Muharraq Governorate,1,2,807 sqft / 75 sqm,2 Nov 2022,Amr El Moghazy,Majestic Arjaan By Rotana,14.0,700.0
10704,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-southern-governorate-durrat-al-bahrain-durrat-marina-918068.html,Apartment,Exclusive,Modern l | For Rent &amp; Sale | Sea View + Balcony,"Durrat Marina, Durrat Al Bahrain",Southern Governorate,2+ Maid,3,"1,292 sqft / 120 sqm",29 Apr 2025,Yusuf Alsobaiei,Aqaratcom For Real Estate,25.0,400.0
681,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-janabiya-956238.html,Villa,Exclusive,Value-packed villa in a great neighborhood,Janabiya,Northern Governorate,3+ Maid,2,11 sqft / 1 sqm,15 Aug 2025,Brunilda Rrapa,BR Properties,3.0,700.0
11145,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-913112.html,Apartment,Inclusive,Two bedroom \ 3 bathrooms \ 4 balconies,Seef,Capital Governorate,2,3,"1,184 sqft / 110 sqm",8 May 2025,Ebrahim Ali,Avanti World Real Estate,13.0,400.0
3665,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-951527.html,Apartment,Inclusive,Spacious Flat in Prime Area | Visit Today,Seef,Capital Governorate,2,3,"1,615 sqft / 150 sqm",8 Sep 2025,Mujtaba Mahdi,ERA Real Estate,6.0,600.0
1662,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-hamala-954733.html,Villa,Exclusive,Private Beach Access I 5 Star Great Facilities,Hamala,Northern Governorate,3+ Maid,3,"3,229 sqft / 300 sqm",19 Sep 2025,Antony Shaiju,VH Homes,16.0,730.0
509,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-956491.html,Apartment,Exclusive,Family Residence for rent in Busaiteen area,Busaiteen,Muharraq Governorate,2,3,"1,615 sqft / 150 sqm",27 Sep 2025,Raashid Kazi,Al Zamil Properties,1.0,230.0
167,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-saar-957026.html,Villa,Exclusive,CHARMING 4 BR VILLA WITH PRIVATE GARDEN,Saar,Northern Governorate,4+ Maid,4,"3,832 sqft / 356 sqm",29 Sep 2025,Maryann Ngatia,Skyscape Real Estate,15.0,950.0
11686,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-jeblat-hebshi-903889.html,Apartment,Exclusive,Newly Renovated Apartment With Semi Furnished,Jeblat Hebshi,Northern Governorate,2,2,"1,076 sqft / 100 sqm",3 Mar 2025,Nadeem Malik,Imperial Suite Hotel Management,1.0,190.0
9199,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-933122.html,Apartment,Exclusive,SPACIOUS | GREAT DEAL | INCLUSIVE,Al Juffair,Capital Governorate,2,2,"1,518 sqft / 141 sqm",1 Jul 2025,Anna Lavina,Stratus Properties,9.0,380.0
11767,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-um-al-hasam-902003.html,Apartment,Inclusive,Super Mordern affordable at a steal price,"Um Al Hasam, Manama",Capital Governorate,2,2,"1,292 sqft / 120 sqm",27 Feb 2025,Anup Simon,AVIRO Real Estate,9.0,400.0
7366,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-al-burhama-942256.html,Apartment,Inclusive,Beautiful 2BHK|Free WIFi|Inclusive|Luxury,"Al Burhama, Manama",Capital Governorate,2,2,646 sqft / 60 sqm,5 Aug 2025,Tayyab Zahoor,Alahmed Contracting,10.0,310.0
1915,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-bahrain-bay-954337.html,Apartment,Inclusive,Balcony | Sea View | Brand New,Bahrain Bay,Capital Governorate,studio,1,484 sqft / 45 sqm,18 Sep 2025,Ismail Abdullah,EMPIRE REAL ESTATE,15.0,340.0
7264,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-bahrain-financial-harbour-942482.html,Apartment,Inclusive,ULTRA-MODERN 1BR IN FINANCIAL HARBOUR,"Bahrain Financial Harbour, Manama",Capital Governorate,1,2,990 sqft / 92 sqm,6 Aug 2025,Farhan Tariq,BHH Real Estate,17.0,550.0
13598,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-751338.html,Apartment,Exclusive,Bright roomy facilities studio with city view,Al Juffair,Capital Governorate,studio,1,592 sqft / 55 sqm,26 Sep 2022,Tareq Abdulameer Abdulla Almahoozi,Dream Land Real Estate,8.0,250.0
13757,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-southern-governorate-riffa-717252.html,Apartment,Exclusive,"Affordable , family friendly, 2bhk flats",Riffa,Southern Governorate,2,2,"1,292 sqft / 120 sqm",,AlZamil Properties,Al Zamil Properties,1.0,140.0
7362,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-942271.html,Apartment,Inclusive,Beautiful 3BHK|Housekeeping|WIFI|Close Kitchen,Al Juffair,Capital Governorate,3,2,"1,668 sqft / 155 sqm",5 Aug 2025,Shahbaz Memon,Alahmed Contracting,12.0,400.0
1105,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-955565.html,Apartment,Inclusive,▐LIFE LUXURY▐ STUDIO BED▐ HOT DEAL▐ JUFFAIR BH▐,Al Juffair,Capital Governorate,studio,1,646 sqft / 60 sqm,22 Sep 2025,Mohammed Ibrahim Khan,THANTANA REAL ESTATE,17.0,250.0
12731,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-864632.html,Apartment,Exclusive,FULLY FURNISHED APARTMENT IN JUFFAIR,Al Juffair,Capital Governorate,1,1,603 sqft / 56 sqm,24 Nov 2024,Anish Singh,MANNAI PROPERTIES W.L.L,11.0,330.0
5311,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-dilmunia-island-hanging-garden-948599.html,Apartment,Inclusive,Spacious Unit | Balcony with Pool | Maid Room,"Hanging Garden, Dilmunia Island",Muharraq Governorate,2+ Maid,4,"1,938 sqft / 180 sqm",28 Aug 2025,Siwar Arfaoui,Agate Real Estate,17.0,750.0
12918,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-853645.html,Apartment,Exclusive,3bhk | Unfurnished | Closed Kitchen | Spacious,Busaiteen,Muharraq Governorate,3,3,"1,938 sqft / 180 sqm",27 Sep 2025,Abid Siddique,Luxury Homes,3.0,260.0
5755,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-947159.html,Apartment,Inclusive,Luxury 2bhk furnished flat with all facilities,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,2,3,"1,399 sqft / 130 sqm",23 Aug 2025,Kaiser Buiyan,Paradise House Real Estate,19.0,400.0
153,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-957043.html,Apartment,Inclusive,LUXURY | ELEGANT | ALL INCLUSIVE | ELEGANT | WIFI,Seef,Capital Governorate,1,2,915 sqft / 85 sqm,29 Sep 2025,Owais Khan Suri,OKA Real Estate,16.0,370.0
13721,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-central-governorate-sanad-726065.html,Villa,Exclusive,4 Bedroom Semi Furnished Compound Villa with Facilities,Sanad,Central Governorate,4,4,"3,229 sqft / 300 sqm",,Muhammad,Al Waleed Homes,,550.0
5680,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-947407.html,Apartment,Inclusive,Ultra Luxury 2 bedrooms with Beach access,Seef,Capital Governorate,2,2,"1,184 sqft / 110 sqm",24 Aug 2025,Artyom Maulenov,ASK Real Estate,20.0,650.0
13064,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-capital-governorate-manama-840423.html,Villa,Inclusive,BRAND NEW VILLA FOR  RENT  I MAID ROOM I,Manama,Capital Governorate,3+ Maid,5,"3,165 sqft / 294 sqm",18 Sep 2024,Muhammad Usman,Luxury Homes,1.0,1100.0
3552,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-adliya-951686.html,Apartment,Inclusive,MODERN APARTMENT | 1 BEDROOM | ADLIYA,"Adliya, Manama",Capital Governorate,1,1,969 sqft / 90 sqm,9 Sep 2025,Farhan Tariq,BHH Real Estate,12.0,300.0
3723,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-sanabis-951440.html,Apartment,Inclusive,SPACIOUS 2BHK | HUGE BALCONY | PRIME LOCATION,"Sanabis, Manama",Capital Governorate,2,3,"1,399 sqft / 130 sqm",8 Sep 2025,Zuhair Tlili,Instant Homz,10.0,480.0
10387,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-southern-governorate-riffa-bu-kowarah-921392.html,Apartment,Exclusive,Luxury Apartments in Mashtan | BD 270 Rent,"Bu Kowarah, Riffa",Southern Governorate,2,2,"1,292 sqft / 120 sqm",12 May 2025,Mohammed Salman,Best Location Properties,3.0,270.0
12056,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-893902.html,Apartment,Inclusive,Modern | Housekeeping | EWA &amp; Internet,Al Juffair,Capital Governorate,2,3,"1,496 sqft / 139 sqm",4 Feb 2025,Devesh Kumar,Kensington Real Estate,16.0,600.0
4539,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-hamala-950208.html,Villa,Exclusive,Private Pool | Garden | Balcony | Maids Room |,Hamala,Northern Governorate,4+ Maid,5,"4,306 sqft / 400 sqm",26 Sep 2025,Charisse Villaruz,Newton Properties,9.0,1000.0
10498,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-920153.html,Apartment,Inclusive,Luxury Studio for rent in Spiral Orhid residences,Seef,Capital Governorate,studio,1,484 sqft / 45 sqm,8 May 2025,Artyom Maulenov,ASK Real Estate,18.0,300.0
8464,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-937201.html,Apartment,Exclusive,3 BEDROOM | SEA-VIEW | BRIGHT | BALCONY | GASS,Hidd,Muharraq Governorate,3,3,"1,561 sqft / 145 sqm",16 Jul 2025,Aneela Mukhtar,Wise Rise Real Estate,4.0,260.0
1992,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-954227.html,Apartment,Inclusive,SPECIAL OFFER! | LUXURIOUS 1 BHK + HOUSEKEEPING,Al Juffair,Capital Governorate,1,1,840 sqft / 78 sqm,17 Sep 2025,Rolin Faouri,Instant Homz,12.0,400.0
12423,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-um-al-hasam-879588.html,Apartment,Exclusive,SPACIOUS | CONVENIENT |  AFFORDABLE,"Um Al Hasam, Manama",Capital Governorate,2,2,"2,002 sqft / 186 sqm",3 Jan 2025,iFOUND REAL ESTATE,IFOUND REAL ESTATE W.L.L,3.0,425.0
8502,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-janabiya-937011.html,Villa,Exclusive,Brand New | Modern | Garden | Top Quality,Janabiya,Northern Governorate,4+ Maid,5,"4,090 sqft / 380 sqm",16 Jul 2025,Sonali Fernandes,Underhill Real Estate,13.0,950.0
5142,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-949063.html,Apartment,Inclusive,SEA VIEW | SPACIOUS 2BR | PRIME LOCATION | BALCONY,Al Juffair,Capital Governorate,2,3,"1,830 sqft / 170 sqm",30 Aug 2025,Rolin Faouri,Instant Homz,14.0,480.0
3812,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-951284.html,Apartment,Inclusive,Furnished / Spacious / Apartment with EWA / Jasra,Al Juffair,Capital Governorate,2,2,"1,399 sqft / 130 sqm",8 Sep 2025,Nayla Tabussam,Wise Rise Real Estate,11.0,300.0
12279,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-southern-governorate-riffa-al-bahair-885095.html,Apartment,Exclusive,Semi-Furnished 3-Bed Flat for Rent in Al Buhair,"Al Bahair, Riffa",Southern Governorate,3,2,"2,260 sqft / 210 sqm",15 Jan 2025,ABDUL JABBAR TAHIR,Luxury Homes,1.0,330.0
3451,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-segaya-951884.html,Apartment,Inclusive,TWO BEDROOM WITH UNLIMITED EWA FLAT IN SEGAYYA.,"Segaya, Manama",Capital Governorate,2,2,"1,238 sqft / 115 sqm",9 Sep 2025,Manaf  Parakatta,Grnata Real Estate,4.0,340.0
4592,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-central-governorate-isa-town-950103.html,Apartment,Exclusive,SEMI FURNISHED 3BHK FOR RENT IN ISA TOWN,Isa Town,Central Governorate,3,3,"1,453 sqft / 135 sqm",2 Sep 2025,Sreekuttan Sreenivasan,Grnata Real Estate,4.0,250.0
7353,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-beachfront-942294.html,Apartment,Inclusive,CITY LIFE FRAMED BY YOUR WINDOW,"Amwaj Beachfront, Amwaj Islands",Muharraq Governorate,2,2,"1,249 sqft / 116 sqm",5 Aug 2025,Farhan Tariq,BHH Real Estate,16.0,420.0
206,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-956962.html,Apartment,Inclusive,Navy Approved | Pet Friendly | Free Housekeeping,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,2+ Maid,3,"1,399 sqft / 130 sqm",29 Sep 2025,Charisse Villaruz,Newton Properties,17.0,600.0
9328,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-al-marsa-floating-city-932376.html,Apartment,Inclusive,Lagoon View | Balcony | Vibrant | Cozy,"Al Marsa Floating City, Amwaj Islands",Muharraq Governorate,1,2,850 sqft / 79 sqm,11 Jun 2025,Violeta Abboud,Carlton Real Estate,4.0,350.0
6681,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-mahooz-944333.html,Apartment,Inclusive,ENJOY VIBRANT LIFE STYLE/LAVISH/SPACIOUS,"Mahooz, Manama",Capital Governorate,3,3,"2,153 sqft / 200 sqm",12 Aug 2025,Mahesh De Silva,Property Locators,9.0,650.0
2750,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-953013.html,Apartment,Inclusive,High Class Spacious apartment in Prime Location,Seef,Capital Governorate,1,2,947 sqft / 88 sqm,14 Sep 2025,Sayed Faisal,Macan Real Estate,18.0,400.0
8498,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-manama-sea-front-937044.html,Apartment,Inclusive,semi furnished tow bedroom flat for,"Manama Sea Front, Manama",Capital Governorate,2,3,"1,292 sqft / 120 sqm",16 Jul 2025,Sayed Hashem Hasan,Grnata Real Estate,8.0,330.0
1850,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-galali-954427.html,Apartment,Exclusive,Apartments for rent in Galali -2-Bedroom,Galali,Muharraq Governorate,2,2,"1,076 sqft / 100 sqm",18 Sep 2025,MOHAMED ABDULLA   HAMADA ALHAYKI,Grnata Real Estate,1.0,250.0
12792,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-861016.html,Apartment,Exclusive,2BHK Flat Offer For Customers| Affordable Price,Busaiteen,Muharraq Governorate,2,3,"1,399 sqft / 130 sqm",11 Nov 2024,Dhurgham Ali,AYS Real Estate,1.0,200.0
3241,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-mahooz-952252.html,Apartment,Inclusive,Brand New I Innovative I Ideal Location,"Mahooz, Manama",Capital Governorate,2,2,"1,227 sqft / 114 sqm",10 Sep 2025,Tariq Fatehi Abdelrahman Aboughazeh,Soulmate Management,8.0,500.0
11195,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-saar-912739.html,Apartment,Inclusive,Fully Furnished | Spacious | Living Room | Parking,Saar,Northern Governorate,3,2,"2,153 sqft / 200 sqm",19 Aug 2025,Zain Jabbar,Luxury Homes,2.0,450.0
3110,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-sanabis-952459.html,Apartment,Inclusive,ELEGANT 1BHK | STYLISH | LUXURY LIVING | BRIGHT,"Sanabis, Manama",Capital Governorate,1,2,753 sqft / 70 sqm,11 Sep 2025,Unus Sirajuddin,Arabian Gate Real Estate,10.0,350.0
5935,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-946698.html,Apartment,Inclusive,UNLIMITED EWA | Bright | Balcony | Housekeeping,Al Juffair,Capital Governorate,3,4,"2,153 sqft / 200 sqm",20 Aug 2025,Lijas Ali,Underhill Real Estate,17.0,650.0
11548,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-janabiya-906366.html,Apartment,Exclusive,Modern Fully Furnished Studio Apartment with EWA,Janabiya,Northern Governorate,studio,1,"1,023 sqft / 95 sqm",9 Mar 2025,Aby N,4You Properties,7.0,270.0
5811,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-946964.html,Apartment,Inclusive,Brand New / Luxurious Furnished / Best Amenities,Al Juffair,Capital Governorate,3,4,"1,830 sqft / 170 sqm",22 Aug 2025,Al Ward Real Estate,AlWard Real Estate,15.0,550.0
8576,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-936585.html,Apartment,Exclusive,SPACIOUS BRIGHT GOOD LOCATION POOL WIFI,Al Juffair,Capital Governorate,2,2,"1,292 sqft / 120 sqm",15 Jul 2025,khan Mohammad khan,Al Bariq Real Estate,10.0,280.0
5635,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-reef-island-947578.html,Apartment,Exclusive,SEA VIEW | LUXURY LIVING I STORAGE,Reef Island,Capital Governorate,2+ Maid,3,"1,367 sqft / 127 sqm",24 Aug 2025,Alsuwaie Real Estate,Al Suwaie Real Estate,21.0,800.0
4308,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-950567.html,Apartment,Inclusive,Hot Deals / Prime Location / Great Amenities,Al Juffair,Capital Governorate,1,2,"1,076 sqft / 100 sqm",4 Sep 2025,Al Ward Real Estate,AlWard Real Estate,13.0,280.0
3157,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-sanabis-952373.html,Apartment,Inclusive,1BR APARTMENT | SANABIS | BALCONY OPTION,"Sanabis, Manama",Capital Governorate,1,1,"1,023 sqft / 95 sqm",11 Sep 2025,Farhan Tariq,BHH Real Estate,1.0,300.0
6535,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-944768.html,Apartment,Inclusive,Spacious 2BHK | Gym Pool | Balconies | Furnished,Seef,Capital Governorate,2,3,"1,292 sqft / 120 sqm",27 Sep 2025,Abid Siddique,Luxury Homes,6.0,400.0
12902,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-marina-854953.html,Apartment,Exclusive,Sea View | Well Furnished | 2 Bedroom | Amwaj,"Amwaj Marina, Amwaj Islands",Muharraq Governorate,2,3,"1,345 sqft / 125 sqm",28 Oct 2024,Sreekuttan Sreenivasan,Grnata,10.0,500.0
12424,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-adliya-879553.html,Apartment,Inclusive,Bright and Spacious I  Balcony I Gym | Inclusive,"Adliya, Manama",Capital Governorate,2,2,"1,345 sqft / 125 sqm",2 Jan 2025,Raashid Kazi,Al Zamil Properties,6.0,330.0
11692,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-capital-governorate-manama-zinj-903438.html,Villa,Exclusive,Single Storey Private Villa/Carpark/Garden Area,"Zinj, Manama",Capital Governorate,4,3,"3,767 sqft / 350 sqm",3 Mar 2025,City Property,City Property,5.0,600.0
8892,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-934759.html,Apartment,Exclusive,2BHK Amwaj | Prime Location | Pool | GYM|,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,2,2,"1,292 sqft / 120 sqm",8 Jul 2025,Aneela Mukhtar,Wise Rise Real Estate,10.0,380.0
3833,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-951245.html,Apartment,Inclusive,Hot Deals / Maid Service / Stylish Furnished,Al Juffair,Capital Governorate,3,3,"2,153 sqft / 200 sqm",7 Sep 2025,Al Ward Real Estate,AlWard Real Estate,11.0,450.0
