Review Title,Reviewer Name,Reviewer Location,Review Time,Verified,Review,Aircraft Model,Type Of Traveller,Seat Type,Route,Date flown,Overall Rating,Seat rating,Cabin rating,Food rating,Inflight Entertainment rating,Ground rating,Value of money,Recommended
did not entitle me to lounge access,R Mayes,Australia,2024-04-17,Trip Verified,"I was contacted in the afternoon of my outbound flight and told they had overbooked business class, and I was invited to change. I explained that I couldn't and was told that was fine. I turned up at Sydney airport that evening and was told I didn't have a seat and couldn't fly.  I was offered an upgrade if I agreed to fly a day later. I had no choice but to accept. At this point, the offer was downgraded to only one of the flights to the UK being upgraded and I was forced to sign a disclaimer waiving any right to further recourse. When I finally boarded my first class leg the following day, there was no power on the aircraft so I was left with a dead and unchargeable device after 2 hours. They tried to charge it in the flight deck for 5.5 hours and it returned with 25% charge. The wifi I paid for didn't work and the in-flight entertainment was an out of date selection and the console only worked intermittently. On my return to Sydney, I returned via Gatwick and was forced to open my suitcases and abandon some of my luggage and they explained that this was because no case could be over 32kilos. I headed to find the lounge and eventually found their shared lounge and was told that my ticket did not entitle me to access.  When I was finally aboard and the flight manager invited me to share feedback, I politely explained that I'd had a less than ideal experience with Qatar so far and a challenging morning. She smiled and assured me that the lounges in Doha were lovely. This proved to be academic advice as I was declined access there too. At this point, exhausted and less than half way through a 28 hour journey, I asked to speak to the Qatar Airlines Supervisor. This man waived a piece of laminated paper at me and explained, as if this were common knowledge, that Qatar offered 4 types of business class ticket and that I had purchased a 'business class lite' ticket. Furthermore, if I'd read the small print on their website I would see that it did not entitle me to lounge access.",,Business,Business Class,Gatwick to Sydney via Doha,April 2024,1/10,3.0,1.0,4.0,2.0,1.0,1,no
Flight attendants are polite,Yu-Hsiu Chang,Taiwan,2024-04-15,Not Verified,The cabin is clean. Flight attendants are polite. Seats are comfortable and can be reclined easily. The food is delicious and fresh. Flights departed on time.,A350-900 and Boeing 777-300ER,Solo Leisure,Economy Class,Singapore to Athens via Doha,April 2024,9/10,5.0,5.0,5.0,,5.0,5,yes
long wait for buses,Hassan Halaoui,Kuwait,2024-04-13,Trip Verified,"I'm a loyal Qatar Airways customer and absolutely love their service, especially the fantastic flight attendants. The only downside is the long wait for buses at Doha Airport during connecting flights. It would be great if they could find a solution to streamline this process and save passengers time and discomfort.",,Solo Leisure,Economy Class,Phuket to Kuwait via Doha,April 2024,10/10,5.0,5.0,5.0,5.0,5.0,4,yes
Overall a good flight,Michael Schade,Germany,2024-04-10,Trip Verified,"Checkin fast and friendly, security and automated passport check done within 10 minutes. Frankfurt lounge basic and nothing to shout about. Boarding well organized and departure on time. Before departure my favorite rose champagne served, which was out of stock after take off, the same happened a week earlier on my flight from Doha to Frankfurt. Food was ok, service very good. Qsuite provides a lot of privacy, but seat too narrow for a decent sleep. Arrival in Doha 15 minutes ahead of time at a proper contact gate. Overall a good flight; except for some catering shortcomings.",Boeing 777-300ER,Solo Leisure,Business Class,Frankfurt to Doha,April 2024,8/10,3.0,5.0,3.0,5.0,5.0,3,yes
did make up for our disappointment,Chris Walsh,United Kingdom,2024-04-09,Trip Verified,Chose the airline due to them operating the Q Suite on this route and paid £260 for us to sit together. Sadly no QSuite and average service. The ground crew and lounges at DOH did make up for our disappointment.,A350,Couple Leisure,Business Class,Manchester to Doha,April 2024,6/10,3.0,2.0,3.0,2.0,4.0,4,yes
an enjoyable experience,L Colvin,Kuwait,2024-04-08,Trip Verified,"Travel with Qatar Airways is an enjoyable experience. Aircraft always clean, kindness of cabin crews and for the quality of food served both at aircraft and lounges. The only problem is the time required to do the transfer at Doha airport. From the landing to the security control it use to take one hour and if you have for example a connection time of 90 minutes you have to run, losing the opportunity to enjoy the offer of service and shop at the airport, but above all, you risk losing the connection.",,Solo Leisure,Economy Class,Rome to Kuwait via Doha,March 2024,9/10,5.0,5.0,5.0,4.0,5.0,5,yes
compensate us for half of the bags value,M Melcon,Netherlands,2024-04-05,Trip Verified,"Reschedule of outbound flights was quite inconvenient for us. Had to contact customer service to change them. At least, they did a good job. Flights delayed between one and two hours. Quite mess in the flight Doha-Saigon due to miss of buses from terminal to aircraft during the boarding process.  Two bags broken. After inspection at the arrival, they took nearly one month and a half to set that they will compensate us for half of the bags value. Transfer still pending to be processed. The case needed a follow up from my side after one month, because no action taken.",,Couple Leisure,Economy Class,Amsterdam to Phnom Penh via Doha,February 2024,2/10,4.0,4.0,4.0,4.0,1.0,1,no
not enough food for the 6h flight,Michael Schade,Germany,2024-04-03,Trip Verified,"Check in, security check and boarding fast and efficient as always in. Last minute aircraft change from a B789 to an older 788, which caused a lot of unhappiness among those who paid for their bulkhead seat, and were assigned a random seat. But the professional purser defused a tense situation. Flight itself was uneventful, service slow and not enough food for the 6h flight. Scrapping the sandwich service before arrival is not a good idea. Catering ex Munich used to be very good, but the food was disappointing in taste and presentation.",Boeing 787-8,Solo Leisure,Economy Class,Munich to Doha,March 2024,7/10,3.0,4.0,1.0,5.0,5.0,2,yes
a great flight,Mike Flynn,United Kingdom,2024-04-03,Trip Verified,"A good plane and crew on this leg. Had a middle seat assigned but a window seat was free and they moved me there. Crew was excellent. Food and beverages good. Watched movies ate too much and slept, so a great flight.",A350,Business,Business Class,Doha to London Heathrow,March 2024,9/10,5.0,5.0,5.0,4.0,5.0,5,yes
What a disappointment,Mike Flynn,United Kingdom,2024-04-03,Trip Verified,What a disappointment this flight was. It was supposed t0 be an A350 in Q suites but substituted with an 11 year old A330 in a 2-2-2. The seats were narrow and space limited so much that the lady by the window moved and I had a pair to myself. Crew were great and the rest of the product was good.,A330,Business,Business Class,Colombo to Doha,March 2024,7/10,2.0,5.0,4.0,4.0,4.0,2,yes
happy to fly with Qatar again,F Turner,United Kingdom,2024-04-01,Trip Verified,Our first time flying with Qatar. We booked direct with the airline which hassle free. Flight times were good for a long haul flight and the price was competitive. Communication from the airline was good throughout. We checked in online. Bag drop was very easy and quick. The service on the actual flight was excellent. The plane was clean and appeared to be quite new. Transfer at Doha was easy for our onward flight. I will definitely check out their prices on future flights and would be happy to fly with Qatar again.,,Couple Leisure,Economy Class,Manchester to Kuala Lumpur via Doha,March 2024,10/10,5.0,5.0,5.0,4.0,5.0,5,yes
expectedly outstanding,Rajan Parrikar,Iceland,2024-04-01,Trip Verified,Goa to Doha in Business Class on a Boeing 787-8. Check-in at Goa Dabolim airport was a breeze as was the pre-flight experience. Flight was on time. The short hop to Doha (3 hours) was pleasant. Qatar's hard product & soft product were expectedly outstanding. This is a highly convenient flight for residents of Goa as it obviates the need to fly to Mumbai.,Boeing 787-8,Couple Leisure,Business Class,Goa to Doha,February 2024,10/10,5.0,5.0,4.0,,5.0,4,yes
always received fantastic service,Harri Rissanen,Finland,2024-04-01,Trip Verified,"I have always received fantastic service from the Qatar Airways staff both at the airport and in the airplane. This time was no different: simply world-class customer service with smiles, lots of personal attention, careful and correct consideration of the customer's needs and comfort and outstanding politeness overall. I dare to say that QR's cabin crew can serve as an example of good customer service to any other airline. During my trip I used two lounges: one in Helsinki and one in Bangkok. The BKK lounge was a true Qatar-branded lounge and offered a true luxury experience. Great food, great service, beautiful interior design and lots of comfort and peace to prepare for a long flight. Would love to visit again. As for the flights, Qsuite offered a close to perfect business class comfort. The door improves privacy a great deal. The seats even have a massage function and plenty of controls to find you the right settings. I am 190 cm tall and was able to sleep comfortably in the space provided by the Qsuite. The entertainment system worked great and offered a variety of movie options from horror to romcom. Music options even had heavy and extreme metal which I liked as a fan of the genres (I think you could bring even more of these available, QR). During the flights, it was possible to dine however and when you wanted, exactly what you'd want when paying this much extra. Food options were plentiful and delicious with good presentation, and wine and drink selection complimented the food options very well. No complaints here either. Qatar Airways, I want you to keep doing what you are currently doing. Your understanding for what the customer wants is on an excellent level and you are able to provide solutions and service to match the customer expectations.",,Solo Leisure,Business Class,Bangkok to Doha,March 2024,10/10,5.0,5.0,5.0,5.0,5.0,5,yes
